@relation 'test_set-weka.filters.unsupervised.attribute.Remove-R2,4-6'

@attribute class {DRG039,DRG057,DRG064,DRG065,DRG069,DRG066,DRG074,DRG101,DRG149,DRG176,DRG177,DRG178,DRG189,DRG190,DRG193,DRG191,DRG192,DRG194,DRG195,DRG202,DRG203,DRG207,DRG208,DRG238,DRG243,DRG291,DRG244,DRG246,DRG247,DRG249,DRG251,DRG252,DRG253,DRG254,DRG280,DRG281,DRG282,DRG286,DRG287,DRG292,DRG293,DRG300,DRG301,DRG303,DRG305,DRG308,DRG309,DRG310,DRG312,DRG313,DRG314,DRG315,DRG329,DRG330,DRG372,DRG377,DRG378,DRG379,DRG389,DRG390,DRG391,DRG392,DRG394,DRG418,DRG419,DRG439,DRG460,DRG469,DRG470,DRG473,DRG480,DRG481,DRG482,DRG491,DRG536,DRG552,DRG563,DRG602,DRG603,DRG638,DRG640,DRG641,DRG682,DRG683,DRG684,DRG689,DRG690,DRG698,DRG699,DRG811,DRG812,DRG853,DRG870,DRG871,DRG885,DRG872,DRG897,DRG917,DRG948,DRG918}
@attribute providerRegionDescription {RIDALDothan,RIDALBirmingham,RIDALMobile,RIDALHuntsville,RIDALTuscaloosa,RIDAKAnchorage,RIDAZPhoenix,RIDAZTucson,RIDAZSunCity,RIDAZMesa,RIDNVLasVegas,RIDARSpringdale,RIDARLittleRock,RIDARJonesboro,RIDMOSpringfield,RIDARFortSmith,RIDCARedding,RIDCASanMateoCounty,RIDCANapa,RIDCASacramento,RIDCASanDiego,RIDCABakersfield,RIDCAChico,RIDCALosAngeles,RIDCAOrangeCounty,RIDCAVentura,RIDCAStockton,RIDCAFresno,RIDCASantaBarbara,RIDCASantaRosa,RIDCAModesto,RIDCAContraCostaCounty,RIDCASanLuisObispo,RIDCAPalmSprings/RanchoM,RIDCASanBernardino,RIDCAAlamedaCounty,RIDCASanFrancisco,RIDCASanJose,RIDCASalinas,RIDALMontgomery,RIDFLPensacola,RIDTNMemphis,RIDCOGreeley,RIDPAErie,RIDCASantaCruz,RIDCODenver,RIDCOFortCollins,RIDCOPueblo,RIDCOColoradoSprings,RIDCTNewHaven,RIDCTHartford,RIDARTexarkana,RIDGARome,RIDMSTupelo,RIDGAColumbus,RIDNHLebanon,RIDNYSyracuse,RIDNCAsheville,RIDOHAkron,RIDOKTulsa,RIDPAYork,RIDPAHarrisburg,RIDTXHouston,RIDTXDallas,RIDTXWaco,RIDFLOrlando,RIDMIKalamazoo,RIDMSJackson,RIDMOSt.Louis,RIDMEPortland,RIDNHManchester,RIDNJCamden,RIDNYBuffalo,RIDNJHackensack,RIDNCGreenville,RIDNDBismarck,RIDNDMinot,RIDOHToledo,RIDOHElyria,RIDTNJackson,RIDVAArlington,RIDVANorfolk,RIDVARoanoke,RIDWVCharleston,RIDWIMadison,RIDWIWausau,RIDWIGreenBay,RIDFLSarasota,RIDFLMiami,RIDNMAlbuquerque,RIDCOBoulder,RIDCTBridgeport,RIDCOGrandJunction,RIDMSMeridian,RIDFLTampa,RIDFLOrmondBeach,RIDFLFortLauderdale,RIDGAAtlanta,RIDGASavannah,RIDUTSaltLakeCity,RIDWASpokane,RIDMIDetroit,RIDFLFortMyers,RIDILSpringfield,RIDILBlueIsland,RIDILChicago,RIDDCWashington,RIDDEWilmington,RIDFLClearwater,RIDGAMacon,RIDHIHonolulu}
@attribute averageMedicarePayments numeric

@data
DRG563,RIDCAModesto,4292.54
DRG563,RIDCAContraCostaCounty,4474.42
DRG563,RIDCAAlamedaCounty,6111.87
DRG563,RIDCAChico,4182.12
DRG563,RIDCAOrangeCounty,4275.81
DRG563,RIDCASanFrancisco,9899.42
DRG563,RIDCALosAngeles,5205.09
DRG563,RIDCALosAngeles,4256.17
DRG563,RIDCALosAngeles,4416.85
DRG563,RIDCALosAngeles,5471.3
DRG563,RIDCASantaCruz,4787.72
DRG563,RIDCALosAngeles,4883.69
DRG563,RIDCALosAngeles,3625.66
DRG563,RIDCAAlamedaCounty,6630.57
DRG563,RIDCASanDiego,3388
DRG563,RIDCASacramento,4429.57
DRG563,RIDCALosAngeles,3887.42
DRG563,RIDCALosAngeles,4220.1
DRG563,RIDCASanFrancisco,4642.17
DRG563,RIDCALosAngeles,10107.3
DRG563,RIDCALosAngeles,4425.65
DRG563,RIDCASanMateoCounty,9241.83
DRG563,RIDCABakersfield,4283.94
DRG563,RIDCALosAngeles,5768.75
DRG563,RIDCALosAngeles,4867.23
DRG563,RIDCAAlamedaCounty,5326.78
DRG563,RIDCAContraCostaCounty,5110.41
DRG563,RIDCASacramento,4731.22
DRG563,RIDCAContraCostaCounty,5581.53
DRG563,RIDCAVentura,4339.92
DRG563,RIDCAOrangeCounty,3537.91
DRG563,RIDCAModesto,4062.5
DRG563,RIDCAOrangeCounty,3643.96
DRG563,RIDCAPalmSprings/RanchoM,3407.13
DRG563,RIDCASacramento,8077.09
DRG563,RIDCAOrangeCounty,3490.5
DRG563,RIDCALosAngeles,6484.5
DRG563,RIDCASanLuisObispo,4055.63
DRG563,RIDCALosAngeles,6482.33
DRG563,RIDCALosAngeles,5063.21
DRG563,RIDCALosAngeles,4390.61
DRG563,RIDCALosAngeles,4020.85
DRG602,RIDALDothan,6851.54
DRG602,RIDALBirmingham,8662.43
DRG602,RIDALBirmingham,6525.26
DRG602,RIDALMobile,6219.26
DRG602,RIDALTuscaloosa,8672.04
DRG602,RIDALBirmingham,8900.73
DRG602,RIDALBirmingham,8028.84
DRG602,RIDALMobile,6548.46
DRG602,RIDAZTucson,7570.64
DRG602,RIDAZTucson,8291.18
DRG602,RIDAZPhoenix,9109.33
DRG602,RIDAZPhoenix,8330.81
DRG602,RIDAZMesa,8260.71
DRG602,RIDAZPhoenix,8796.08
DRG602,RIDAZSunCity,8459
DRG602,RIDAZTucson,15460.26
DRG602,RIDAZMesa,9918.52
DRG602,RIDAZTucson,7244.43
DRG602,RIDAZPhoenix,8323.43
DRG602,RIDAZMesa,7219.13
DRG602,RIDAZPhoenix,8069.62
DRG602,RIDAZPhoenix,12234.56
DRG602,RIDAZMesa,10466.78
DRG602,RIDAZMesa,8201.81
DRG602,RIDARLittleRock,7188.13
DRG602,RIDARLittleRock,7300.14
DRG602,RIDARLittleRock,6136.58
DRG602,RIDARFortSmith,7748.73
DRG602,RIDARFortSmith,7027.33
DRG602,RIDARLittleRock,8269
DRG602,RIDARLittleRock,7045.75
DRG602,RIDARLittleRock,7817.21
DRG602,RIDCARedding,10527.38
DRG602,RIDCASanFrancisco,11247.63
DRG602,RIDCASanDiego,9253.23
DRG602,RIDCAChico,10180.23
DRG602,RIDCABakersfield,10669.5
DRG602,RIDCASanJose,25365.46
DRG602,RIDCAChico,8704.7
DRG602,RIDCASanFrancisco,18127.84
DRG602,RIDCALosAngeles,10579.83
DRG602,RIDCABakersfield,11495.43
DRG602,RIDCALosAngeles,14017.36
DRG602,RIDCAFresno,13679.04
DRG602,RIDCALosAngeles,16535.83
DRG602,RIDCAOrangeCounty,9467.3
DRG602,RIDCASanDiego,11079.9
DRG602,RIDCASanFrancisco,11818.9
DRG602,RIDCAStockton,10437.5
DRG602,RIDCAFresno,9363.9
DRG602,RIDCASanDiego,11251.14
DRG602,RIDCALosAngeles,12864.09
DRG602,RIDCALosAngeles,17674.38
DRG602,RIDCALosAngeles,10436.9
DRG602,RIDCASacramento,11921.89
DRG602,RIDCALosAngeles,13519.31
DRG602,RIDCASanJose,12440.41
DRG602,RIDCALosAngeles,10073.8
DRG602,RIDCAContraCostaCounty,9530
DRG602,RIDCAAlamedaCounty,15007.5
DRG602,RIDCALosAngeles,9395.29
DRG602,RIDCALosAngeles,12918
DRG602,RIDCALosAngeles,10870.04
DRG602,RIDCALosAngeles,9907.43
DRG602,RIDCALosAngeles,13322.11
DRG602,RIDCALosAngeles,25621
DRG602,RIDCALosAngeles,10410
DRG602,RIDCARedding,10943.07
DRG602,RIDCAAlamedaCounty,11447.45
DRG602,RIDCALosAngeles,6636.93
DRG602,RIDCABakersfield,8782.72
DRG602,RIDCASanBernardino,9483.52
DRG602,RIDCAAlamedaCounty,14826.23
DRG602,RIDCASanJose,9601.07
DRG602,RIDCASacramento,9223
DRG602,RIDCASanBernardino,13804.57
DRG602,RIDCAModesto,11834.33
DRG602,RIDCASanDiego,11452.92
DRG602,RIDCALosAngeles,15408.85
DRG602,RIDCALosAngeles,9359.87
DRG602,RIDCALosAngeles,11909
DRG602,RIDCALosAngeles,10151.54
DRG602,RIDCAVentura,9144.25
DRG602,RIDCALosAngeles,11696
DRG602,RIDCASanMateoCounty,18967.84
DRG602,RIDCAModesto,12126.06
DRG602,RIDCAModesto,14850.84
DRG602,RIDCALosAngeles,9300.91
DRG602,RIDCALosAngeles,12247.41
DRG603,RIDALDothan,3715.08
DRG603,RIDGARome,4895.15
DRG603,RIDALMontgomery,4017.04
DRG603,RIDALMontgomery,3664.86
DRG603,RIDALDothan,4335.72
DRG603,RIDALBirmingham,3782.48
DRG603,RIDALBirmingham,4698.17
DRG603,RIDALMontgomery,3927.35
DRG603,RIDALBirmingham,3506.17
DRG603,RIDFLPensacola,3799.36
DRG603,RIDALBirmingham,3154.68
DRG603,RIDALHuntsville,4101.94
DRG603,RIDALBirmingham,3078.89
DRG603,RIDMSTupelo,3550
DRG603,RIDALTuscaloosa,3893
DRG603,RIDALBirmingham,3362.36
DRG603,RIDALMontgomery,4078.5
DRG603,RIDALDothan,3505.86
DRG603,RIDALBirmingham,3478.09
DRG603,RIDALTuscaloosa,5041.38
DRG603,RIDALBirmingham,4473.72
DRG603,RIDALHuntsville,3443.36
DRG603,RIDALDothan,3452.41
DRG603,RIDALBirmingham,2891.22
DRG603,RIDALHuntsville,3862.62
DRG603,RIDALDothan,3783.85
DRG603,RIDALBirmingham,3482.72
DRG603,RIDALDothan,3730.06
DRG603,RIDALBirmingham,3693.27
DRG603,RIDALHuntsville,3950.16
DRG603,RIDALMobile,3362.33
DRG603,RIDALHuntsville,3375.54
DRG603,RIDALBirmingham,3344.26
DRG603,RIDALBirmingham,3541.45
DRG603,RIDALMobile,3220.64
DRG603,RIDALMobile,3252.92
DRG603,RIDALTuscaloosa,3941.95
DRG603,RIDFLPensacola,3185.92
DRG603,RIDALMobile,3116.3
DRG603,RIDALBirmingham,4320.76
DRG603,RIDALBirmingham,3826.26
DRG603,RIDALBirmingham,3783.85
DRG603,RIDALMontgomery,3311.36
DRG603,RIDALTuscaloosa,6174.4
DRG603,RIDALBirmingham,3342.97
DRG603,RIDALMobile,3239.9
DRG603,RIDALBirmingham,3708.04
DRG603,RIDALBirmingham,4463.04
DRG603,RIDALMobile,3553.27
DRG603,RIDALBirmingham,3601.68
DRG603,RIDALMontgomery,3934.45
DRG603,RIDALMobile,3847.5
DRG603,RIDALHuntsville,3394.31
DRG603,RIDALBirmingham,3213.96
DRG603,RIDALMobile,2778.4
DRG603,RIDALTuscaloosa,4123.07
DRG603,RIDALMontgomery,3585.93
DRG603,RIDALMontgomery,3921.54
DRG603,RIDALMontgomery,3885.13
DRG603,RIDALBirmingham,3560.75
DRG603,RIDALBirmingham,3459.2
DRG603,RIDALBirmingham,3837.24
DRG603,RIDAKAnchorage,6177.02
DRG603,RIDAKAnchorage,7852.91
DRG603,RIDAKAnchorage,8342.9
DRG603,RIDAKAnchorage,9618.36
DRG603,RIDAKAnchorage,5486.26
DRG603,RIDAKAnchorage,9296.44
DRG603,RIDAKAnchorage,5202.66
DRG603,RIDAKAnchorage,9466.37
DRG603,RIDAZPhoenix,6474
DRG603,RIDAZPhoenix,5093.39
DRG603,RIDAZTucson,4648.43
DRG603,RIDAZPhoenix,6681.26
DRG603,RIDAZTucson,4219.8
DRG603,RIDAZTucson,3697.26
DRG603,RIDAZPhoenix,4608.65
DRG603,RIDAZPhoenix,4802.04
DRG603,RIDAZPhoenix,4384.58
DRG603,RIDAZPhoenix,4777.32
DRG603,RIDAZPhoenix,9951.2
DRG603,RIDAZPhoenix,6783.08
DRG603,RIDAZPhoenix,5801.42
DRG603,RIDAZPhoenix,5281.11
DRG603,RIDAZPhoenix,4970.9
DRG603,RIDAZMesa,4374.12
DRG603,RIDAZPhoenix,5103.05
DRG603,RIDAZPhoenix,3945.39
DRG603,RIDAZTucson,5673.09
DRG638,RIDALBirmingham,3433.32
DRG638,RIDALBirmingham,5218.72
DRG638,RIDALBirmingham,3569.87
DRG638,RIDALBirmingham,3335.52
DRG638,RIDALHuntsville,4252.07
DRG638,RIDALBirmingham,3472.38
DRG638,RIDALBirmingham,3503.27
DRG638,RIDALHuntsville,3623.23
DRG638,RIDALDothan,3656.63
DRG638,RIDALBirmingham,3342.69
DRG638,RIDALHuntsville,3573.58
DRG638,RIDALBirmingham,3672.81
DRG638,RIDALBirmingham,3394.3
DRG638,RIDALMobile,3490.18
DRG638,RIDALHuntsville,3522.03
DRG638,RIDALBirmingham,3901.2
DRG638,RIDALMobile,3495.4
DRG638,RIDALTuscaloosa,3885.59
DRG638,RIDALMobile,3414.3
DRG638,RIDALBirmingham,4397.52
DRG638,RIDALBirmingham,4158.42
DRG638,RIDALBirmingham,3649.08
DRG638,RIDALMobile,3536.77
DRG638,RIDALBirmingham,3324.56
DRG638,RIDALBirmingham,4597.81
DRG638,RIDALHuntsville,3398.21
DRG638,RIDALBirmingham,3514.5
DRG638,RIDALMobile,3101.16
DRG638,RIDALMontgomery,3812
DRG638,RIDALMontgomery,4223.25
DRG638,RIDALBirmingham,4006.83
DRG638,RIDAKAnchorage,6255.27
DRG638,RIDAKAnchorage,7450.57
DRG638,RIDAZPhoenix,5275.3
DRG638,RIDAZTucson,4578.46
DRG638,RIDAZTucson,3669.6
DRG638,RIDAZPhoenix,4943.26
DRG638,RIDAZPhoenix,4571.81
DRG638,RIDAZPhoenix,4754.27
DRG638,RIDAZPhoenix,7157.61
DRG638,RIDAZPhoenix,6396.78
DRG638,RIDAZPhoenix,4803.37
DRG638,RIDAZMesa,4867.63
DRG638,RIDAZPhoenix,4736
DRG638,RIDAZPhoenix,4899.53
DRG638,RIDAZTucson,5716.91
DRG638,RIDAZPhoenix,5119.3
DRG638,RIDAZSunCity,3645.71
DRG638,RIDAZTucson,8348.94
DRG638,RIDAZMesa,4640.45
DRG638,RIDAZTucson,4038.27
DRG638,RIDAZMesa,3917.58
DRG638,RIDAZPhoenix,4921.16
DRG638,RIDAZSunCity,4000.42
DRG638,RIDNVLasVegas,5021.84
DRG638,RIDAZPhoenix,4557.75
DRG638,RIDAZPhoenix,5028.66
DRG638,RIDAZPhoenix,4624.27
DRG638,RIDAZMesa,4060.81
DRG638,RIDARSpringdale,3058.28
DRG638,RIDARLittleRock,4081.67
DRG638,RIDARSpringdale,3310.71
DRG638,RIDARLittleRock,3614.16
DRG638,RIDARLittleRock,5331
DRG638,RIDARJonesboro,4249.74
DRG638,RIDARSpringdale,3867.9
DRG638,RIDARLittleRock,3680.53
DRG638,RIDMOSpringfield,3512.91
DRG638,RIDARLittleRock,3670.09
DRG638,RIDARLittleRock,3835.71
DRG638,RIDARLittleRock,4253.66
DRG638,RIDTNMemphis,5118.84
DRG638,RIDARFortSmith,3742.7
DRG638,RIDARFortSmith,3455.61
DRG638,RIDARLittleRock,4591.46
DRG638,RIDARLittleRock,3702.58
DRG638,RIDARLittleRock,4184.09
DRG638,RIDARLittleRock,3618.33
DRG638,RIDARLittleRock,3957.47
DRG638,RIDARLittleRock,3703.97
DRG638,RIDARJonesboro,3721.41
DRG638,RIDARLittleRock,3795.62
DRG638,RIDCAAlamedaCounty,8166.75
DRG638,RIDCASanMateoCounty,5474
DRG638,RIDCASacramento,5661.83
DRG638,RIDCASanBernardino,6056.33
DRG638,RIDCASanDiego,7441.11
DRG638,RIDCASanDiego,8119.45
DRG638,RIDCASanDiego,5069.64
DRG640,RIDALBirmingham,4584.94
DRG640,RIDALBirmingham,6818.11
DRG640,RIDALDothan,5336.23
DRG640,RIDALBirmingham,5090.32
DRG640,RIDALBirmingham,5492.61
DRG640,RIDALBirmingham,5169.66
DRG640,RIDALHuntsville,5489.26
DRG640,RIDALMobile,8692.58
DRG640,RIDALBirmingham,5556.21
DRG640,RIDALMobile,4819.35
DRG640,RIDALTuscaloosa,6186.93
DRG640,RIDALMobile,4814.33
DRG640,RIDALBirmingham,6010.87
DRG640,RIDALBirmingham,5639.6
DRG640,RIDALBirmingham,4878.25
DRG640,RIDALMobile,5358.87
DRG640,RIDALBirmingham,7192.13
DRG640,RIDALHuntsville,4684.25
DRG640,RIDALBirmingham,4506.42
DRG640,RIDALMobile,4728.57
DRG640,RIDALBirmingham,5655.81
DRG640,RIDAKAnchorage,12196.89
DRG640,RIDAZPhoenix,8983.68
DRG640,RIDAZPhoenix,8003.33
DRG640,RIDAZTucson,7208.33
DRG640,RIDAZPhoenix,9592.9
DRG640,RIDAZTucson,6580
DRG640,RIDAZTucson,6158.54
DRG640,RIDAZPhoenix,7172.5
DRG640,RIDAZPhoenix,7318.42
DRG640,RIDAZPhoenix,6591.25
DRG640,RIDAZPhoenix,7542.06
DRG640,RIDAZPhoenix,11120.34
DRG640,RIDAZPhoenix,8919.09
DRG640,RIDAZPhoenix,8185
DRG640,RIDAZMesa,6722.53
DRG640,RIDAZPhoenix,6384.09
DRG640,RIDAZSunCity,5848.05
DRG640,RIDAZTucson,10952.42
DRG640,RIDAZMesa,6809.11
DRG640,RIDAZPhoenix,6615.16
DRG640,RIDAZPhoenix,8690.33
DRG640,RIDAZTucson,5469.92
DRG640,RIDAZPhoenix,6325.63
DRG640,RIDAZMesa,6167.45
DRG640,RIDAZPhoenix,6949.04
DRG640,RIDAZPhoenix,6764.36
DRG640,RIDAZSunCity,6064.81
DRG640,RIDAZPhoenix,6899.68
DRG640,RIDNVLasVegas,6697.45
DRG640,RIDAZPhoenix,7640.52
DRG640,RIDAZPhoenix,7527.91
DRG640,RIDAZPhoenix,7247.05
DRG640,RIDAZMesa,6793.57
DRG640,RIDAZMesa,7007.23
DRG640,RIDAZMesa,6259.45
DRG640,RIDARSpringdale,5032.96
DRG640,RIDARLittleRock,6151.74
DRG640,RIDARSpringdale,5494
DRG640,RIDARLittleRock,5766
DRG640,RIDARLittleRock,8633.15
DRG640,RIDARJonesboro,6283
DRG640,RIDARSpringdale,6057.57
DRG640,RIDARLittleRock,5836.88
DRG640,RIDMOSpringfield,4988.66
DRG640,RIDARLittleRock,5344.09
DRG640,RIDARLittleRock,6053.5
DRG640,RIDTNMemphis,7297.09
DRG640,RIDARFortSmith,5794.85
DRG640,RIDARFortSmith,5665.97
DRG640,RIDARLittleRock,7055.41
DRG640,RIDARLittleRock,6322.7
DRG640,RIDARLittleRock,5785.21
DRG640,RIDARJonesboro,6068.52
DRG640,RIDARLittleRock,5764.26
DRG640,RIDCAAlamedaCounty,11516.45
DRG640,RIDCASanMateoCounty,7820.76
DRG640,RIDCANapa,8943.35
DRG640,RIDCASacramento,8319.34
DRG640,RIDCALosAngeles,12162.31
DRG640,RIDCASanBernardino,9489.57
DRG640,RIDCASanDiego,9214.28
DRG640,RIDCASanDiego,11409.41
DRG640,RIDCASanDiego,7803.89
DRG640,RIDCAChico,8253.16
DRG640,RIDCABakersfield,8002.16
DRG640,RIDCASanJose,15447
DRG640,RIDCAChico,6872.89
DRG640,RIDCAAlamedaCounty,10858.58
DRG641,RIDALBirmingham,2966.15
DRG641,RIDGARome,3746.59
DRG641,RIDALMontgomery,3893.11
DRG641,RIDALMontgomery,3005.54
DRG641,RIDALBirmingham,3258.18
DRG641,RIDALBirmingham,3144.42
DRG641,RIDALBirmingham,3230.72
DRG641,RIDALBirmingham,4180.83
DRG641,RIDALMontgomery,3420.6
DRG641,RIDALBirmingham,2976.21
DRG641,RIDFLPensacola,2960.37
DRG641,RIDALBirmingham,2676.73
DRG641,RIDALHuntsville,3121.42
DRG641,RIDALBirmingham,2893.63
DRG641,RIDALBirmingham,3898.83
DRG641,RIDMSTupelo,3093.08
DRG641,RIDALTuscaloosa,2966.95
DRG641,RIDALBirmingham,2881.04
DRG641,RIDALMontgomery,3218.81
DRG641,RIDALDothan,2687.85
DRG641,RIDALBirmingham,3576.36
DRG641,RIDALTuscaloosa,3996.1
DRG641,RIDALBirmingham,3686.08
DRG641,RIDALHuntsville,2888.75
DRG641,RIDALDothan,2683.98
DRG641,RIDALBirmingham,2541.71
DRG641,RIDALBirmingham,3041.39
DRG641,RIDALHuntsville,3060.4
DRG641,RIDALDothan,3201.45
DRG641,RIDALBirmingham,2824.78
DRG641,RIDFLPensacola,3394.61
DRG641,RIDALDothan,3393.44
DRG641,RIDALBirmingham,2874.86
DRG641,RIDALBirmingham,2722.84
DRG641,RIDALHuntsville,3062.5
DRG641,RIDALMobile,2820.48
DRG641,RIDALHuntsville,2901.57
DRG641,RIDALBirmingham,2735.6
DRG641,RIDALBirmingham,3159.27
DRG641,RIDALMobile,2577.59
DRG641,RIDALMobile,2843.75
DRG641,RIDALTuscaloosa,3328.77
DRG641,RIDALTuscaloosa,3994.52
DRG641,RIDALMontgomery,3479.5
DRG641,RIDFLPensacola,3010.26
DRG641,RIDALMobile,2532.2
DRG641,RIDALBirmingham,3599.69
DRG641,RIDALBirmingham,3230.62
DRG641,RIDALBirmingham,3127
DRG641,RIDALMontgomery,2702.64
DRG641,RIDALTuscaloosa,5000.25
DRG641,RIDALMontgomery,3140.67
DRG641,RIDALBirmingham,2837.98
DRG641,RIDALMobile,2750.58
DRG641,RIDALBirmingham,3091.63
DRG641,RIDALBirmingham,3882.34
DRG641,RIDALMobile,2906.79
DRG641,RIDALBirmingham,2909.88
DRG641,RIDALMobile,2706.25
DRG641,RIDALBirmingham,3645.54
DRG641,RIDALHuntsville,2510.94
DRG641,RIDALBirmingham,2591.46
DRG641,RIDALMobile,2562.64
DRG641,RIDALTuscaloosa,3755.15
DRG641,RIDALBirmingham,2925.47
DRG641,RIDALMontgomery,3138.45
DRG641,RIDALMontgomery,3327.57
DRG641,RIDALMontgomery,3482
DRG641,RIDALMobile,3011.69
DRG641,RIDALBirmingham,2798.93
DRG641,RIDALBirmingham,3187.3
DRG641,RIDALBirmingham,3422.29
DRG641,RIDFLPensacola,2842.61
DRG641,RIDAKAnchorage,4583.02
DRG641,RIDAKAnchorage,6195.23
DRG641,RIDAKAnchorage,7945.17
DRG641,RIDAZPhoenix,4284.9
DRG641,RIDAZPhoenix,4017.92
DRG641,RIDAZTucson,3997.83
DRG641,RIDAZPhoenix,5208.94
DRG641,RIDAZTucson,3487.75
DRG641,RIDAZTucson,3135.2
DRG641,RIDAZPhoenix,4059.8
DRG641,RIDAZPhoenix,3838.63
DRG641,RIDAZPhoenix,3595.03
DRG641,RIDAZPhoenix,3792.39
DRG641,RIDAZPhoenix,6388.85
DRG641,RIDAZPhoenix,5090.2
DRG641,RIDAZPhoenix,4123.57
DRG682,RIDCTNewHaven,8773.39
DRG682,RIDCTHartford,10867.68
DRG682,RIDFLOrmondBeach,7749.57
DRG682,RIDFLTampa,12782.74
DRG682,RIDFLFortLauderdale,10324.82
DRG682,RIDGAAtlanta,9382.63
DRG682,RIDGAColumbus,7668.36
DRG682,RIDGASavannah,8674.58
DRG682,RIDGAAtlanta,9835.98
DRG682,RIDUTSaltLakeCity,11403.46
DRG682,RIDWASpokane,8840.79
DRG682,RIDMOSt.Louis,8061.97
DRG682,RIDALBirmingham,7921.05
DRG682,RIDALBirmingham,8624.26
DRG682,RIDALDothan,8412.68
DRG682,RIDALBirmingham,7563.5
DRG682,RIDALBirmingham,9045.09
DRG682,RIDALHuntsville,6984.69
DRG682,RIDALBirmingham,7762.78
DRG682,RIDALBirmingham,8821.26
DRG682,RIDALBirmingham,7714.92
DRG682,RIDALDothan,7421
DRG682,RIDALMontgomery,9998.42
DRG682,RIDALMontgomery,8459.94
DRG682,RIDALBirmingham,8457.17
DRG682,RIDALBirmingham,7977.49
DRG682,RIDALBirmingham,10731.02
DRG682,RIDALBirmingham,7378.64
DRG682,RIDALBirmingham,7885.36
DRG682,RIDALHuntsville,8630.41
DRG682,RIDALBirmingham,8620.22
DRG682,RIDALBirmingham,8610.6
DRG682,RIDALHuntsville,7930.43
DRG682,RIDALDothan,8226.2
DRG682,RIDALBirmingham,8117.77
DRG682,RIDALHuntsville,7967.63
DRG682,RIDALHuntsville,8665.03
DRG682,RIDALMobile,7531.8
DRG682,RIDALTuscaloosa,8557.04
DRG682,RIDALMobile,7331.41
DRG682,RIDALBirmingham,8985.95
DRG682,RIDALBirmingham,9513.72
DRG682,RIDALMontgomery,8003.63
DRG682,RIDALMobile,7957.33
DRG682,RIDALBirmingham,8286.27
DRG682,RIDALBirmingham,9889.72
DRG682,RIDALHuntsville,7584.23
DRG682,RIDALBirmingham,6830.07
DRG682,RIDALMobile,6854.22
DRG682,RIDALTuscaloosa,10489.15
DRG682,RIDALMontgomery,10145.92
DRG682,RIDALBirmingham,8447.41
DRG682,RIDAKAnchorage,14189.82
DRG682,RIDAKAnchorage,20298.45
DRG682,RIDAKAnchorage,10451.72
DRG682,RIDAZPhoenix,13476.81
DRG682,RIDAZPhoenix,11972
DRG682,RIDAZTucson,10639.66
DRG682,RIDAZPhoenix,14967.56
DRG682,RIDAZTucson,9496.36
DRG682,RIDAZTucson,8424.02
DRG682,RIDAZPhoenix,10190.33
DRG682,RIDAZPhoenix,10470.38
DRG682,RIDAZPhoenix,9875.19
DRG682,RIDAZPhoenix,10476.25
DRG682,RIDAZPhoenix,13487.16
DRG682,RIDAZPhoenix,11099.63
DRG682,RIDAZMesa,9837.47
DRG682,RIDAZPhoenix,9260.11
DRG682,RIDAZTucson,11484.6
DRG682,RIDAZPhoenix,10672.77
DRG682,RIDAZSunCity,8496.2
DRG682,RIDAZTucson,14403.41
DRG682,RIDAZMesa,9475.23
DRG682,RIDAZPhoenix,9672.16
DRG682,RIDAZPhoenix,11600
DRG682,RIDAZTucson,9044.78
DRG682,RIDAZPhoenix,7342.72
DRG682,RIDAZMesa,8486.81
DRG682,RIDAZPhoenix,9882.94
DRG682,RIDAZPhoenix,9165.96
DRG682,RIDAZSunCity,8825.44
DRG682,RIDAZPhoenix,9924.15
DRG682,RIDNVLasVegas,11178.45
DRG682,RIDAZPhoenix,10819.35
DRG682,RIDAZPhoenix,9810.94
DRG682,RIDAZTucson,8268.18
DRG682,RIDAZPhoenix,10850.72
DRG682,RIDNVLasVegas,9442.5
DRG683,RIDALBirmingham,5022
DRG683,RIDALBirmingham,6391.37
DRG683,RIDALBirmingham,4604.08
DRG683,RIDALBirmingham,4471.08
DRG683,RIDALHuntsville,5334.02
DRG683,RIDALBirmingham,4563.91
DRG683,RIDALBirmingham,4383.73
DRG683,RIDALHuntsville,4717
DRG683,RIDALDothan,4561.68
DRG683,RIDALBirmingham,4353.59
DRG683,RIDALBirmingham,5487.57
DRG683,RIDALDothan,4326.27
DRG683,RIDALBirmingham,4976.11
DRG683,RIDALBirmingham,4764.85
DRG683,RIDALHuntsville,4613.41
DRG683,RIDALMobile,4441.92
DRG683,RIDALHuntsville,4874.6
DRG683,RIDALBirmingham,5114.65
DRG683,RIDALMobile,4636.23
DRG683,RIDALTuscaloosa,5051.2
DRG683,RIDFLPensacola,4716.72
DRG683,RIDALMobile,4117.65
DRG683,RIDALBirmingham,5225.23
DRG683,RIDALBirmingham,5121.77
DRG683,RIDALBirmingham,5048.62
DRG683,RIDALMontgomery,4391.24
DRG683,RIDALMobile,4670.26
DRG683,RIDALBirmingham,4750.91
DRG683,RIDALBirmingham,6329.37
DRG683,RIDALHuntsville,4186.61
DRG683,RIDALBirmingham,4306.93
DRG683,RIDALMobile,3853.24
DRG683,RIDALTuscaloosa,5300.81
DRG683,RIDALBirmingham,4589.78
DRG683,RIDALMontgomery,4783.5
DRG683,RIDALBirmingham,4599.38
